category;shortname;fullname
282;BAHASA INGGRIS (X TJKT 3);BAHASA INGGRIS (X TJKT 3)
282;PENDIDIKAN PANCASILA (X TJKT 3);PENDIDIKAN PANCASILA (X TJKT 3)
282;SEJARAH (X TJKT 3);SEJARAH (X TJKT 3)
282;PROJEK IPAS (X TJKT 3);PROJEK IPAS (X TJKT 3)
282;PJOK (X TJKT 3);PJOK (X TJKT 3)
282;SENI BUDAYA (X TJKT 3);SENI BUDAYA (X TJKT 3)
282;E.1,3 (X TJKT 3);E.1,3 (X TJKT 3)
282;E.2 (X TJKT 3);E.2 (X TJKT 3)
282;E.4,5 (X TJKT 3);E.4,5 (X TJKT 3)
282;E.6,7 (X TJKT 3);E.6,7 (X TJKT 3)
282;INFORMATIKA (X TJKT 3);INFORMATIKA (X TJKT 3)
268;AGAMA ISLAM (X AKL 1);AGAMA ISLAM (X AKL 1)
268;AGAMA KRISTEN (X AKL 1);AGAMA KRISTEN (X AKL 1)
268;BAHASA INDONESIA (X AKL 1);BAHASA INDONESIA (X AKL 1)
268;MATEMATIKA (X AKL 1);MATEMATIKA (X AKL 1)
268;BAHASA MANDARIN (X AKL 1);BAHASA MANDARIN (X AKL 1)
268;BAHASA INGGRIS (X AKL 1);BAHASA INGGRIS (X AKL 1)
268;PENDIDIKAN PANCASILA (X AKL 1);PENDIDIKAN PANCASILA (X AKL 1)
268;SEJARAH (X AKL 1);SEJARAH (X AKL 1)
268;PROJEK IPAS (X AKL 1);PROJEK IPAS (X AKL 1)
268;PJOK (X AKL 1);PJOK (X AKL 1)
268;SENI BUDAYA (X AKL 1);SENI BUDAYA (X AKL 1)
268;E.4,5,8 (X AKL 1);E.4,5,8 (X AKL 1)
268;E.6,7 (X AKL 1);E.6,7 (X AKL 1)
268;E.9 (X AKL 1);E.9 (X AKL 1)
268;INFORMATIKA (X AKL 1);INFORMATIKA (X AKL 1)
269;AGAMA ISLAM (X AKL 2);AGAMA ISLAM (X AKL 2)
269;AGAMA KRISTEN (X AKL 2);AGAMA KRISTEN (X AKL 2)
269;BAHASA INDONESIA (X AKL 2);BAHASA INDONESIA (X AKL 2)
269;MATEMATIKA (X AKL 2);MATEMATIKA (X AKL 2)
269;BAHASA MANDARIN (X AKL 2);BAHASA MANDARIN (X AKL 2)
269;BAHASA INGGRIS (X AKL 2);BAHASA INGGRIS (X AKL 2)
269;PENDIDIKAN PANCASILA (X AKL 2);PENDIDIKAN PANCASILA (X AKL 2)
269;SEJARAH (X AKL 2);SEJARAH (X AKL 2)
269;PROJEK IPAS (X AKL 2);PROJEK IPAS (X AKL 2)
269;PJOK (X AKL 2);PJOK (X AKL 2)
269;SENI BUDAYA (X AKL 2);SENI BUDAYA (X AKL 2)
269;E.4,5,8 (X AKL 2);E.4,5,8 (X AKL 2)
269;E.6,7 (X AKL 2);E.6,7 (X AKL 2)
269;E.9 (X AKL 2);E.9 (X AKL 2)
269;INFORMATIKA (X AKL 2);INFORMATIKA (X AKL 2)
274;AGAMA ISLAM (X MPLB 1);AGAMA ISLAM (X MPLB 1)
274;AGAMA KRISTEN (X MPLB 1);AGAMA KRISTEN (X MPLB 1)
274;BAHASA INDONESIA (X MPLB 1);BAHASA INDONESIA (X MPLB 1)
274;MATEMATIKA (X MPLB 1);MATEMATIKA (X MPLB 1)
274;BAHASA MANDARIN (X MPLB 1);BAHASA MANDARIN (X MPLB 1)
274;BAHASA INGGRIS (X MPLB 1);BAHASA INGGRIS (X MPLB 1)
274;PENDIDIKAN PANCASILA (X MPLB 1);PENDIDIKAN PANCASILA (X MPLB 1)
274;SEJARAH (X MPLB 1);SEJARAH (X MPLB 1)
274;PROJEK IPAS (X MPLB 1);PROJEK IPAS (X MPLB 1)
274;PJOK (X MPLB 1);PJOK (X MPLB 1)
274;SENI BUDAYA (X MPLB 1);SENI BUDAYA (X MPLB 1)
274;E.1 (X MPLB 1);E.1 (X MPLB 1)
274;E.2 (X MPLB 1);E.2 (X MPLB 1)
274;E.3,8 (X MPLB 1);E.3,8 (X MPLB 1)
274;E.4 (X MPLB 1);E.4 (X MPLB 1)
274;E.5,6,7 (X MPLB 1);E.5,6,7 (X MPLB 1)
274;INFORMATIKA (X MPLB 1);INFORMATIKA (X MPLB 1)
275;AGAMA ISLAM (X MPLB 2);AGAMA ISLAM (X MPLB 2)
275;AGAMA KRISTEN (X MPLB 2);AGAMA KRISTEN (X MPLB 2)
275;BAHASA INDONESIA (X MPLB 2);BAHASA INDONESIA (X MPLB 2)
275;MATEMATIKA (X MPLB 2);MATEMATIKA (X MPLB 2)
275;BAHASA MANDARIN (X MPLB 2);BAHASA MANDARIN (X MPLB 2)
275;BAHASA INGGRIS (X MPLB 2);BAHASA INGGRIS (X MPLB 2)
275;PENDIDIKAN PANCASILA (X MPLB 2);PENDIDIKAN PANCASILA (X MPLB 2)
275;SEJARAH (X MPLB 2);SEJARAH (X MPLB 2)
275;PROJEK IPAS (X MPLB 2);PROJEK IPAS (X MPLB 2)
275;PJOK (X MPLB 2);PJOK (X MPLB 2)
275;SENI BUDAYA (X MPLB 2);SENI BUDAYA (X MPLB 2)
275;E.1 (X MPLB 2);E.1 (X MPLB 2)
275;E.2 (X MPLB 2);E.2 (X MPLB 2)
275;E.3,8 (X MPLB 2);E.3,8 (X MPLB 2)
275;E.4 (X MPLB 2);E.4 (X MPLB 2)
275;E.5,6,7 (X MPLB 2);E.5,6,7 (X MPLB 2)
275;INFORMATIKA (X MPLB 2);INFORMATIKA (X MPLB 2)
272;AGAMA ISLAM (X PM);AGAMA ISLAM (X PM)
272;AGAMA KRISTEN (X PM);AGAMA KRISTEN (X PM)
272;BAHASA INDONESIA (X PM);BAHASA INDONESIA (X PM)
272;MATEMATIKA (X PM);MATEMATIKA (X PM)
272;BAHASA MANDARIN (X PM);BAHASA MANDARIN (X PM)
272;BAHASA INGGRIS (X PM);BAHASA INGGRIS (X PM)
272;PENDIDIKAN PANCASILA (X PM);PENDIDIKAN PANCASILA (X PM)
272;SEJARAH (X PM);SEJARAH (X PM)
272;PROJEK IPAS (X PM);PROJEK IPAS (X PM)
272;PJOK (X PM);PJOK (X PM)
272;SENI BUDAYA (X PM);SENI BUDAYA (X PM)
272;E.1,2 (X PM);E.1,2 (X PM)
272;E.3 (X PM);E.3 (X PM)
272;E.4 (X PM);E.4 (X PM)
272;E.5,7,8,9 (X PM);E.5,7,8,9 (X PM)
272;E.6 (X PM);E.6 (X PM)
272;INFORMATIKA (X PM);INFORMATIKA (X PM)
278;AGAMA ISLAM (X DKV);AGAMA ISLAM (X DKV)
278;AGAMA KRISTEN (X DKV);AGAMA KRISTEN (X DKV)
278;BAHASA INDONESIA (X DKV);BAHASA INDONESIA (X DKV)
278;MATEMATIKA (X DKV);MATEMATIKA (X DKV)
278;BAHASA MANDARIN (X DKV);BAHASA MANDARIN (X DKV)
278;BAHASA INGGRIS (X DKV);BAHASA INGGRIS (X DKV)
278;PENDIDIKAN PANCASILA (X DKV);PENDIDIKAN PANCASILA (X DKV)
278;SEJARAH (X DKV);SEJARAH (X DKV)
278;PROJEK IPAS (X DKV);PROJEK IPAS (X DKV)
278;PJOK (X DKV);PJOK (X DKV)
278;SENI BUDAYA (X DKV);SENI BUDAYA (X DKV)
278;E.1,2,3 (X DKV);E.1,2,3 (X DKV)
278;E.4 (X DKV);E.4 (X DKV)
278;E.5 (X DKV);E.5 (X DKV)
278;INFORMATIKA (X DKV);INFORMATIKA (X DKV)
